t_date,code,p_open,p_high,p_low,p_close,volume,fi_st,fi_netbs,it_netbs,sq_netbs,pbr,per,dividend_yield,pred,pred_up,pred_down
2014/2/14,2886,24.15,24.3,24,24.05,28848,3297967,-8442,-2715,23,1.28,12.53,4.57,¶^,0,1
2014/2/17,2886,24.05,24.15,23.95,23.95,15709,3294216,-4760,141,-178,1.27,12.47,4.59,¶^,0,1
2014/2/18,2886,24,24.2,23.9,24.15,23809,3293223,-947,-322,557,1.28,12.58,4.55,º¦,1,0
2014/2/19,2886,24.1,24.1,23.85,24,24415,3285686,-7567,-116,-402,1.28,12.5,4.58,¶^,0,1
2014/2/20,2886,23.9,24,23.8,23.8,20181,3275432,-9234,-241,-390,1.27,12.4,4.62,¶^,0,1
2014/2/21,2886,24,24.25,23.95,24.25,34307,3285080,9310,-1108,1276,1.29,12.63,4.54,º¦,1,0
2014/2/24,2886,24.1,24.15,23.85,24,21519,3291034,5735,-2311,-240,1.28,12.5,4.58,¶^,0,1
2014/2/25,2886,24,24.1,23.85,24,58818,3311811,20386,-5685,-258,1.28,12.5,4.58,¥­,0,0
2014/2/26,2886,24,24.15,23.95,24.15,26595,3316366,4086,-4421,31,1.28,12.58,4.55,º¦,1,0
2014/2/27,2886,24.15,24.25,24.05,24.2,22958,3319295,3379,-1002,-356,1.29,12.6,4.55,º¦,1,0
2014/3/3,2886,24.1,24.15,23.7,23.9,31123,3315564,-4172,-1949,-942,1.27,12.45,4.6,¶^,0,1
2014/3/4,2886,23.7,23.85,23.7,23.7,14597,3313501,-2549,-903,360,1.26,12.34,4.64,¶^,0,1
2014/3/5,2886,23.8,23.9,23.7,23.7,15030,3310813,-2688,-278,-129,1.26,12.34,4.64,¥­,0,0
2014/3/6,2886,23.85,23.95,23.7,23.85,21178,3310128,-685,-192,246,1.27,12.42,4.61,º¦,1,0
2014/3/7,2886,24,24.2,23.9,24.2,17560,3315650,4811,-162,-859,1.29,12.6,4.55,º¦,1,0
2014/3/10,2886,24,24.1,23.9,23.9,17219,3307605,-8395,-526,351,1.27,12.45,4.6,¶^,0,1
2014/3/11,2886,23.9,23.95,23.75,23.75,15643,3298727,-9202,-422,-12,1.26,12.37,4.63,¶^,0,1
2014/3/12,2886,23.7,23.75,23.55,23.6,25031,3283329,-15398,-2,14,1.25,12.29,4.66,¶^,0,1
2014/3/13,2886,23.6,23.8,23.35,23.35,45809,3252864,-30509,0,-14,1.24,12.16,4.71,¶^,0,1
2014/3/14,2886,23.3,23.35,23.15,23.15,25986,3239913,-12950,-450,-161,1.23,12.06,4.75,¶^,0,1
2014/3/17,2886,23.15,23.15,22.9,23.15,30338,3232633,-7280,-342,124,1.23,12.06,4.75,¥­,0,0
2014/3/18,2886,23.15,23.6,23.15,23.45,23736,3233941,1113,106,407,1.25,12.21,4.69,º¦,1,0
2014/3/19,2886,23.4,23.4,23.2,23.25,14939,3225989,-6572,-142,-246,1.24,12.11,4.73,¶^,0,1
2014/3/20,2886,23.15,23.15,22.9,22.9,31959,3206879,-19109,-339,-563,1.22,11.93,4.8,¶^,0,1
2014/3/21,2886,22.9,22.95,22.75,22.75,39203,3196260,-11736,-7441,303,1.21,11.85,4.84,¶^,0,1
2014/3/24,2886,22.75,22.95,22.6,22.8,31535,3202835,6550,-9725,212,1.21,11.88,4.82,º¦,1,0
2014/3/25,2886,22.8,23.15,22.75,23,21784,3206873,3798,0,-231,1.22,11.98,4.78,º¦,1,0
2014/3/26,2886,23.05,23.3,23,23.1,21396,3202772,-4236,-160,-124,1.23,12.03,4.76,º¦,1,0
2014/3/27,2886,23,23.25,23,23.05,18484,3197101,-5746,-400,-291,1.23,12.01,4.77,¶^,0,1
2014/3/28,2886,23,23.35,23,23.35,15455,3205510,8219,-408,-94,1.2,12.16,4.71,º¦,1,0
2014/3/31,2886,23.2,23.6,23.1,23.6,23707,3214409,7296,-2008,-358,1.22,13.04,4.66,º¦,1,0
2014/4/1,2886,23.35,23.45,23.25,23.4,20221,3205571,-8852,109,59,1.21,12.93,4.7,¶^,0,1
2014/4/2,2886,23.35,23.5,23.3,23.4,19933,3207066,133,-797,86,1.21,12.93,4.7,¥­,0,0
2014/4/3,2886,23.4,23.5,23.3,23.4,13240,3208855,235,-191,181,1.21,12.93,4.7,¥­,0,0
2014/4/7,2886,23.35,23.45,23.15,23.35,19506,3209524,-291,-1179,513,1.2,12.9,4.71,¶^,0,1
2014/4/8,2886,23.4,23.5,23.35,23.45,12361,3210601,1077,50,777,1.21,12.96,4.69,º¦,1,0
2014/4/9,2886,23.5,23.7,23.45,23.7,18852,3215953,7585,-100,-51,1.22,13.09,4.64,º¦,1,0
2014/4/10,2886,23.75,23.85,23.65,23.85,16971,3222352,6384,-996,-120,1.23,13.18,4.61,º¦,1,0
2014/4/11,2886,23.7,23.85,23.65,23.85,16357,3225048,2696,150,57,1.23,13.18,4.61,¥­,0,0
2014/4/14,2886,23.85,23.9,23.75,23.75,19878,3228543,3496,-44,86,1.22,13.12,4.63,¶^,0,1
2014/4/15,2886,23.75,23.85,23.7,23.8,20051,3230708,2165,-87,259,1.23,13.15,4.62,º¦,1,0
2014/4/16,2886,23.8,23.9,23.7,23.7,26330,3237778,7060,-29,-1002,1.22,13.09,4.64,¶^,0,1
2014/4/17,2886,23.7,23.9,23.7,23.8,18215,3241066,3288,-60,-137,1.23,13.15,4.62,º¦,1,0
2014/4/18,2886,23.8,23.9,23.75,23.85,13087,3243215,2114,-27,-151,1.23,13.18,4.61,º¦,1,0
2014/4/21,2886,23.7,23.8,23.65,23.7,10639,3243769,469,-687,-260,1.22,13.09,4.64,¶^,0,1
2014/4/22,2886,23.7,23.7,23.55,23.55,12223,3246089,1469,-1005,-113,1.21,13.01,4.67,¶^,0,1
2014/4/23,2886,23.55,23.65,23.45,23.45,15262,3248351,2172,-711,-729,1.21,12.96,4.69,¶^,0,1
2014/4/24,2886,23.45,23.6,23.4,23.6,14715,3250001,1796,-500,-750,1.22,13.04,4.7,º¦,1,0
2014/4/25,2886,23.4,23.45,23.1,23.1,21326,3254344,3068,-1650,-321,1.19,12.76,4.81,¶^,0,1
2014/4/28,2886,23,23.2,22.95,23.15,15693,3257175,2831,-2030,24,1.19,12.79,4.79,º¦,1,0
2014/4/29,2886,23.15,23.2,23.05,23.15,9909,3261401,3588,-1850,-446,1.19,12.79,4.79,¥­,0,0
2014/4/30,2886,23.15,23.15,23.05,23.1,15066,3260496,-905,-2328,-177,1.19,12.76,4.81,¶^,0,1
2014/5/2,2886,23.1,23.3,23.05,23.25,10124,3261871,1200,-326,-213,1.2,12.85,4.77,º¦,1,0
2014/5/5,2886,23.25,23.25,23.1,23.1,8607,3261434,-512,-223,-483,1.19,12.76,4.81,¶^,0,1
2014/5/6,2886,23.1,23.5,23,23.45,18047,3263543,2220,-4738,-169,1.21,12.96,4.73,º¦,1,0
2014/5/7,2886,23.35,23.6,23.2,23.6,13951,3262368,-1369,0,-186,1.22,13.04,4.7,º¦,1,0
2014/5/8,2886,23.6,23.75,23.35,23.6,19061,3259839,-2698,2536,34,1.22,13.04,4.7,¥­,0,0
2014/5/9,2886,23.55,23.65,23.5,23.5,12842,3255519,-4320,0,-253,1.21,12.98,4.72,¶^,0,1
2014/5/12,2886,23.5,23.55,23.2,23.2,13246,3253374,-6897,0,175,1.2,12.82,4.78,¶^,0,1
2014/5/13,2886,23.25,23.55,23.25,23.5,12295,3255685,1886,-153,-523,1.21,12.98,4.72,º¦,1,0
2014/5/14,2886,23.55,23.6,23.4,23.6,16524,3250793,-2935,-366,167,1.22,13.04,4.7,º¦,1,0
2014/5/15,2886,23.5,23.75,23.4,23.75,14559,3256071,5267,0,-39,1.22,13.12,4.67,º¦,1,0
2014/5/16,2886,23.65,23.75,23.5,23.75,10231,3252269,1199,0,-49,1.22,13.12,4.67,¥­,0,0
2014/5/19,2886,23.65,23.8,23.6,23.8,11499,3254201,2033,193,326,1.23,13.15,4.66,º¦,1,0
2014/5/20,2886,23.8,23.85,23.5,23.5,13842,3248733,-5467,100,96,1.21,12.98,4.72,¶^,0,1
2014/5/21,2886,23.5,23.55,23.3,23.4,16463,3240945,-7788,-1,96,1.21,12.93,4.74,¶^,0,1
2014/5/22,2886,23.45,23.85,23.45,23.8,17208,3244603,3620,0,-134,1.23,13.15,4.66,º¦,1,0
2014/5/23,2886,23.7,24.2,23.7,24.15,24655,3253777,9175,2200,33,1.25,13.34,4.6,º¦,1,0
2014/5/26,2886,24.2,24.45,24.15,24.35,18719,3257774,3997,1033,-19,1.26,13.45,4.56,º¦,1,0
2014/5/27,2886,24.4,24.5,24.25,24.5,14696,3263621,5885,516,-136,1.26,13.54,4.53,º¦,1,0
2014/5/28,2886,24.5,24.85,24.5,24.85,33310,3278008,14361,-269,834,1.28,13.73,4.47,º¦,1,0
2014/5/29,2886,24.85,24.9,24.6,24.65,22865,3282950,4660,67,348,1.22,13.62,4.5,¶^,0,1
2014/5/30,2886,24.65,25.05,24.6,25.05,49377,3298986,13055,-593,-545,1.24,12.78,4.43,º¦,1,0
2014/6/3,2886,25,25,24.6,24.8,30558,3294442,-4775,-565,66,1.23,12.65,4.48,¶^,0,1
2014/6/4,2886,24.6,24.95,24.5,24.8,24323,3291934,-2944,-238,-319,1.23,12.65,4.48,¥­,0,0
2014/6/5,2886,24.6,24.95,24.55,24.8,24586,3296950,4625,-909,-361,1.23,12.65,4.48,¥­,0,0
2014/6/6,2886,24.8,24.9,24.75,24.8,16141,3296109,-351,-4,25,1.23,12.65,4.48,¥­,0,0
2014/6/9,2886,24.8,24.85,24.75,24.85,10119,3295222,2033,-356,4,1.23,12.68,4.47,º¦,1,0
2014/6/10,2886,24.85,25,24.8,25,20995,3305315,11676,969,-261,1.24,12.76,4.44,º¦,1,0
2014/6/11,2886,24.85,25,24.75,24.9,13832,3303029,-2248,-45,713,1.24,12.7,4.46,¶^,0,1
2014/6/12,2886,24.9,24.95,24.65,24.95,13307,3307996,4967,847,129,1.24,12.73,4.45,º¦,1,0
2014/6/13,2886,24.8,24.9,24.75,24.85,6726,3310938,2746,-37,5,1.23,12.68,4.47,¶^,0,1
2014/6/16,2886,24.85,24.95,24.7,24.9,17183,3314679,8868,-49,-1392,1.24,12.7,4.46,º¦,1,0
2014/6/17,2886,24.9,24.9,24.65,24.75,23617,3296042,3111,0,261,1.23,12.63,4.48,¶^,0,1
2014/6/18,2886,24.8,24.85,24.65,24.8,26336,3298217,7068,-915,-258,1.23,12.65,4.48,º¦,1,0
2014/6/19,2886,24.8,24.8,24.6,24.8,28557,3298092,-125,-1581,294,1.23,12.65,4.48,¥­,0,0
2014/6/20,2886,24.75,24.9,24.6,24.6,60460,3269474,-11927,7814,-56,1.22,12.55,4.51,¶^,0,1
2014/6/23,2886,24.6,24.8,24.55,24.6,14556,3257615,-1511,-825,22,1.22,12.55,4.51,¥­,0,0
2014/6/24,2886,24.6,24.85,24.6,24.8,11153,3249293,213,373,-139,1.23,12.65,4.48,º¦,1,0
2014/6/25,2886,24.8,24.85,24.6,24.85,20225,3242096,-7211,-1004,90,1.23,12.68,4.47,º¦,1,0
2014/6/26,2886,24.85,25,24.75,25,18547,3254378,12238,0,21,1.24,12.76,4.44,º¦,1,0
2014/6/27,2886,25,25,24.9,24.95,11373,3255705,3716,0,16,1.24,12.73,4.45,¶^,0,1
2014/6/30,2886,24.95,25,24.75,24.85,22642,3257621,2117,-56,-59,1.23,12.68,4.47,¶^,0,1
2014/7/1,2886,25,25,24.85,25,17935,3259077,1580,-487,391,1.24,12.76,4.44,º¦,1,0
2014/7/2,2886,25,25.05,24.65,24.8,25911,3262694,3617,-293,-519,1.23,12.65,4.48,¶^,0,1
2014/7/3,2886,24.85,24.85,24.65,24.65,15396,3242893,-5280,-794,58,1.22,12.58,4.5,¶^,0,1
2014/7/4,2886,24.7,24.8,24.5,24.65,16738,3236485,-6420,104,373,1.22,12.58,4.5,¥­,0,0
2014/7/7,2886,24.65,24.75,24.55,24.75,11363,3237805,921,0,-119,1.23,12.63,4.48,º¦,1,0
2014/7/8,2886,24.75,25.15,24.7,25.1,23908,3253825,16029,-951,176,1.25,12.81,4.42,º¦,1,0
2014/7/9,2886,25.1,25.15,25,25.1,12245,3255863,2039,1,442,1.25,12.81,4.42,¥­,0,0
2014/7/10,2886,25.2,25.4,25.2,25.4,31727,3269075,15233,800,836,1.26,12.96,4.37,º¦,1,0
2014/7/11,2886,25.4,25.4,25.25,25.35,20294,3270160,872,0,52,1.26,12.93,4.38,¶^,0,1
2014/7/14,2886,25.3,25.55,25.15,25.35,23910,3270978,1106,17,420,1.26,12.93,4.38,¥­,0,0
2014/7/15,2886,25.5,26.3,25.45,26.05,38938,3284805,13817,3476,3405,1.29,13.29,4.26,º¦,1,0
2014/7/16,2886,26.05,26.25,26,26.15,36886,3305600,19930,1100,-1831,1.3,13.34,4.24,º¦,1,0
2014/7/17,2886,26.15,26.2,25.9,26.1,19950,3329034,8785,2014,-154,1.3,13.32,4.25,¶^,0,1
2014/7/18,2886,26.05,26.1,25.9,26.1,20311,3341930,12896,-1841,-21,1.3,13.32,4.25,¥­,0,0
2014/7/21,2886,26.2,26.3,26,26.2,8425,3343678,1747,0,-200,1.3,13.37,4.24,º¦,1,0
2014/7/22,2886,26.2,26.3,26.1,26.3,19422,3351555,8114,1383,-145,1.31,13.42,4.22,º¦,1,0
2014/7/24,2886,26.35,26.5,26.3,26.5,17841,3361702,10266,3,25,1.32,13.52,4.19,º¦,1,0
2014/7/25,2886,26.6,26.75,26.4,26.6,22688,3372305,10505,3952,56,1.32,13.57,4.17,º¦,1,0
2014/7/28,2886,26.6,26.8,26.45,26.8,15952,3379875,7570,106,-354,1.33,13.67,4.14,º¦,1,0
2014/7/29,2886,26.85,27,26.2,26.5,22945,3386876,7217,1463,377,1.32,13.52,4.19,¶^,0,1
2014/7/30,2886,26.5,26.6,26.25,26.4,14764,3387155,279,58,25,1.31,13.47,4.2,¶^,0,1
2014/7/31,2886,26.45,26.45,26.1,26.45,19736,3391510,5152,-411,195,1.31,13.49,4.2,º¦,1,0
2014/8/1,2886,26,26.2,25.8,25.9,19677,3394049,2634,-724,41,1.29,13.21,4.29,¶^,0,1
2014/8/4,2886,25.75,26.05,25.5,26.05,18396,3390007,-3489,1634,24,1.29,13.29,4.26,º¦,1,0
2014/8/5,2886,25.8,25.8,25.05,25.3,36463,3372263,-17247,1871,-2182,1.26,12.91,4.39,¶^,0,1
2014/8/6,2886,25.2,25.95,25.2,25.95,24460,3374586,2819,141,-51,1.29,13.24,4.28,º¦,1,0
2014/8/7,2886,26,26.1,25.9,26.1,14415,3374509,-77,833,-676,1.3,13.32,4.25,º¦,1,0
2014/8/8,2886,26.05,26.1,25.7,26,17614,3375635,-3258,195,577,1.29,13.27,4.27,¶^,0,1
2014/8/11,2886,26.2,26.4,26.1,26.35,17273,3374393,-1242,152,1080,1.31,13.44,4.21,º¦,1,0
2014/8/12,2886,26.35,26.4,26.05,26.25,27108,3369702,-4690,-53,699,1.3,13.39,4.23,¶^,0,1
2014/8/13,2886,25.2,25.45,25.2,25.45,18939,3376142,6440,27,-2978,1.26,12.98,4.36,¶^,0,1
2014/8/14,2886,25.45,25.5,25.15,25.15,11337,3374802,-3290,1334,-975,1.25,12.83,4.41,¶^,0,1
2014/8/15,2886,25.25,25.3,24.95,25,10022,3375429,-1171,-188,-149,1.24,12.76,4.44,¶^,0,1
2014/8/18,2886,25,25.1,24.8,24.85,15232,3377729,-2498,114,-96,1.23,12.68,4.47,¶^,0,1
2014/8/19,2886,25.1,25.25,25,25.1,13003,3382571,4842,531,186,1.25,12.81,4.42,º¦,1,0
2014/8/20,2886,25.1,25.4,25.1,25.3,16995,3385419,560,1032,673,1.26,12.91,4.39,º¦,1,0
2014/8/21,2886,25.45,25.7,25.3,25.55,19490,3390000,4582,2543,725,1.27,13.04,4.34,º¦,1,0
2014/8/22,2886,25.5,26.25,25.45,26.1,46286,3406437,17003,3327,2514,1.3,13.32,4.25,º¦,1,0
2014/8/25,2886,26.35,26.35,25.65,25.75,28464,3405152,-1122,1802,-205,1.28,13.14,4.31,¶^,0,1
2014/8/26,2886,25.95,26.05,25.8,26,20288,3410810,5619,332,-1470,1.29,13.27,4.27,º¦,1,0
2014/8/27,2886,26.1,26.2,25.8,26.2,32592,3419269,8731,6,-966,1.3,13.37,4.24,º¦,1,0
2014/8/28,2886,26.2,26.2,25.75,25.9,20463,3430033,-784,-239,731,1.29,13.21,4.29,¶^,0,1
2014/8/29,2886,25.85,25.9,25.65,25.8,20042,3440808,3988,-540,577,1.31,13.16,4.3,¶^,0,1
2014/9/1,2886,25.95,26.05,25.9,26,13079,3446422,5659,0,-393,1.32,12.09,4.27,º¦,1,0
2014/9/2,2886,25.9,26,25.6,25.65,7992,3446094,-328,100,219,1.3,11.93,4.33,¶^,0,1
2014/9/3,2886,25.8,25.95,25.7,25.95,16277,3474171,8527,51,-796,1.31,12.07,4.28,º¦,1,0
2014/9/4,2886,25.95,26,25.8,26,11396,3476720,2548,919,11,1.32,12.09,4.27,º¦,1,0
2014/9/5,2886,26,26,25.65,25.65,15035,3477132,-923,102,809,1.3,11.93,4.33,¶^,0,1
2014/9/9,2886,25.9,25.9,25.6,25.7,16610,3481153,4008,350,-798,1.3,11.95,4.32,º¦,1,0
2014/9/10,2886,25.7,25.75,25.35,25.65,14510,3481597,-2561,20,-928,1.3,11.93,4.33,¶^,0,1
2014/9/11,2886,25.7,25.7,25.45,25.45,11533,3482512,905,87,4,1.29,11.84,4.36,¶^,0,1
2014/9/12,2886,25.45,25.45,25.25,25.4,16956,3488216,5704,-1464,-297,1.29,11.81,4.37,¶^,0,1
2014/9/15,2886,25.4,25.7,25.25,25.7,21155,3500124,12396,8,-987,1.3,11.95,4.32,º¦,1,0
2014/9/16,2886,25.75,25.75,25.25,25.25,12330,3498627,-1497,-477,119,1.28,11.74,4.4,¶^,0,1
2014/9/17,2886,25.35,25.55,25.1,25.1,18501,3494201,-3061,41,606,1.27,11.67,4.42,¶^,0,1
2014/9/18,2886,25.2,25.25,25.05,25.2,12132,3497867,3951,10,148,1.28,11.72,4.4,º¦,1,0
2014/9/19,2886,25.2,25.25,25,25.05,17649,3498839,972,-2225,181,1.27,11.65,4.43,¶^,0,1
2014/9/22,2886,25,25.2,24.95,25.2,18465,3495578,-2407,-2,-390,1.28,11.72,4.4,º¦,1,0
2014/9/23,2886,25.2,25.2,25,25.1,15186,3497357,2615,40,993,1.27,11.67,4.42,¶^,0,1
2014/9/24,2886,25.15,25.25,24.85,24.95,12706,3499905,2801,93,237,1.26,11.6,4.45,¶^,0,1
2014/9/25,2886,25.1,25.15,24.75,24.75,14151,3501593,-3007,0,-1061,1.25,11.51,4.48,¶^,0,1
2014/9/26,2886,24.7,25.2,24.55,25.1,12516,3509783,5720,600,-382,1.27,11.67,4.42,º¦,1,0
2014/9/29,2886,25.1,25.15,24.8,24.8,24955,3507179,-5702,0,-14,1.26,11.53,4.48,¶^,0,1
2014/9/30,2886,24.9,25,24.7,24.95,17479,3507553,1640,392,-636,1.26,11.6,4.45,º¦,1,0
2014/10/1,2886,24.95,24.95,24.65,24.75,13819,3502711,-4380,0,38,1.25,11.51,4.48,¶^,0,1
2014/10/2,2886,24.95,24.95,24.5,24.6,13120,3499503,-3208,-40,456,1.24,11.44,4.51,¶^,0,1
2014/10/3,2886,24.7,25.05,24.6,25.05,10437,3503075,3760,200,157,1.27,11.65,4.43,º¦,1,0
2014/10/6,2886,25,25.05,24.8,24.85,13019,3507514,859,21,-214,1.26,11.56,4.47,¶^,0,1
2014/10/7,2886,24.85,25,24.75,24.9,9911,3508992,1478,-55,270,1.26,11.58,4.46,º¦,1,0
2014/10/8,2886,24.9,25.25,24.85,25.15,13795,3513756,4764,5,-354,1.27,11.7,4.41,º¦,1,0
2014/10/9,2886,25.3,25.45,25.15,25.3,16912,3523912,10156,305,-663,1.28,11.77,4.39,º¦,1,0
2014/10/13,2886,25,25.05,24.65,24.65,14301,3525747,1821,0,-676,1.25,11.47,4.5,¶^,0,1
2014/10/14,2886,24.65,24.8,24.55,24.75,13339,3528267,2520,0,-153,1.25,11.51,4.48,º¦,1,0
2014/10/15,2886,24.75,24.75,24.45,24.5,15453,3523439,-4676,1013,-752,1.24,11.4,4.53,¶^,0,1
2014/10/16,2886,24.25,24.6,24.2,24.3,15897,3523941,503,457,93,1.23,11.3,4.57,¶^,0,1
2014/10/17,2886,24.5,24.5,23.9,23.9,18842,3519080,-4481,10,-582,1.21,11.12,4.64,¶^,0,1
2014/10/20,2886,24.1,24.3,24.05,24.2,9125,3518219,-870,20,-166,1.22,11.26,4.59,º¦,1,0
2014/10/21,2886,24.1,24.25,24.05,24.15,9710,3515289,-2930,32,-245,1.22,11.23,4.6,¶^,0,1
2014/10/22,2886,24.3,24.35,24.15,24.25,20796,3511446,-4299,-420,691,1.23,11.28,4.58,º¦,1,0
2014/10/23,2886,24.15,24.5,24.15,24.4,11510,3507004,-4442,1328,365,1.23,11.35,4.55,º¦,1,0
2014/10/24,2886,24.35,24.4,24.15,24.35,8149,3507729,92,0,-431,1.23,11.33,4.56,¶^,0,1
2014/10/27,2886,24.4,24.75,24.35,24.75,9501,3513618,6581,262,77,1.25,11.51,4.48,º¦,1,0
2014/10/28,2886,24.9,25.05,24.85,24.95,15447,3520856,8027,256,-152,1.26,11.6,4.45,º¦,1,0
2014/10/29,2886,25.15,25.2,24.95,25.1,17504,3529902,9045,1239,-84,1.27,11.67,4.42,º¦,1,0
2014/10/30,2886,25,25.05,24.8,25,10094,3537185,7283,460,76,1.27,11.63,4.44,¶^,0,1
2014/10/31,2886,25.2,25.25,24.9,25.2,13472,3545420,8235,287,48,1.28,11.72,4.4,º¦,1,0
2014/11/3,2886,25.2,25.2,24.9,25,6952,3546939,1519,-7,27,1.27,11.63,4.44,¶^,0,1
2014/11/4,2886,25.1,25.3,24.95,25,10724,3554273,7335,-1225,10,1.27,11.63,4.44,¥­,0,0
2014/11/5,2886,25.05,25.2,24.95,25.1,9370,3557833,3560,-954,-90,1.27,11.67,4.42,º¦,1,0
2014/11/6,2886,25.2,25.2,24.8,24.85,7855,3559028,1195,-300,497,1.26,11.56,4.47,¶^,0,1
2014/11/7,2886,24.85,24.95,24.7,24.75,7892,3557284,-1744,-399,133,1.25,11.51,4.48,¶^,0,1
2014/11/10,2886,24.75,25.3,24.75,25.3,18070,3564834,7550,340,171,1.28,11.77,4.39,º¦,1,0
2014/11/11,2886,25.3,25.35,25.1,25.2,6514,3567683,2849,139,83,1.28,11.72,4.4,¶^,0,1
2014/11/12,2886,25.2,25.2,24.85,25.1,7921,3567337,-346,37,295,1.27,11.67,4.42,¶^,0,1
2014/11/13,2886,25.1,25.15,24.9,25.15,7865,3570621,3284,-88,-82,1.27,11.7,4.41,º¦,1,0
2014/11/14,2886,25,25.15,24.9,25.15,10564,3570973,353,-653,-94,1.27,11.7,4.41,¥­,0,0
2014/11/17,2886,25,25.1,24.65,24.7,11101,3567024,-4015,-770,103,1.25,11.49,4.49,¶^,0,1
2014/11/18,2886,24.9,25,24.75,25,10908,3573179,6155,30,215,1.27,11.63,4.44,º¦,1,0
2014/11/19,2886,25.1,25.2,24.85,25.1,18860,3581570,3665,-350,45,1.27,11.67,4.42,º¦,1,0
2014/11/20,2886,24.9,25.15,24.85,24.9,14173,3576019,-5301,14,1358,1.26,11.58,4.46,¶^,0,1
2014/11/21,2886,24.95,25.15,24.9,25.05,14372,3575002,-1052,-490,-66,1.27,11.65,4.43,º¦,1,0
2014/11/24,2886,25.15,25.15,25,25.15,6995,3576389,1387,0,-54,1.27,11.7,4.41,º¦,1,0
2014/11/25,2886,25.05,25.05,24.95,25,13981,3575086,-1303,9,-33,1.27,11.63,4.44,¶^,0,1
2014/11/26,2886,25.1,25.1,24.8,25,10151,3574685,-401,-22,74,1.27,11.63,4.44,¥­,0,0
2014/11/27,2886,25,25.25,24.95,25.1,11159,3577351,2666,-149,-13,1.27,11.67,4.42,º¦,1,0
2014/11/28,2886,25.15,25.2,25,25.2,10648,3581033,3355,-500,-67,1.24,11.72,4.4,º¦,1,0
2014/12/1,2886,24.8,24.9,24.5,24.55,29438,3572607,-8426,-104,-942,1.21,10.86,4.52,¶^,0,1
2014/12/2,2886,24.5,24.55,23.7,23.8,43842,3556953,-15810,-666,-449,1.17,10.53,4.66,¶^,0,1
2014/12/3,2886,23.8,24,23.6,23.9,42017,3542792,-14161,-679,964,1.18,10.58,4.64,º¦,1,0
2014/12/4,2886,24.05,24.55,24.05,24.45,33534,3552011,8219,-450,-540,1.2,10.82,4.54,º¦,1,0
2014/12/5,2886,24.45,24.5,24.3,24.45,7361,3554553,2542,-886,-71,1.2,10.82,4.54,¥­,0,0
2014/12/8,2886,24.55,24.55,24.15,24.2,16528,3550233,-4319,-1308,-186,1.19,10.71,4.59,¶^,0,1
2014/12/9,2886,24.2,24.45,24.2,24.35,26514,3556185,7451,-1510,-245,1.2,10.77,4.56,º¦,1,0
2014/12/10,2886,24.2,24.25,23.9,24,23330,3547393,-8792,-5795,-164,1.18,10.62,4.63,¶^,0,1
2014/12/11,2886,24,24.2,23.8,24,9874,3545855,-2031,-802,-103,1.18,10.62,4.63,¥­,0,0
2014/12/12,2886,24.2,24.2,23.9,24.15,8519,3543488,-2368,0,225,1.19,10.69,4.6,º¦,1,0
2014/12/15,2886,24,24,23.85,23.95,15229,3542036,-1452,0,110,1.18,10.6,4.63,¶^,0,1
2014/12/16,2886,24.05,24.1,23.85,23.95,9950,3543334,1298,96,373,1.18,10.6,4.63,¥­,0,0
2014/12/17,2886,24.1,24.1,23.75,23.75,19289,3539926,-3537,-1350,483,1.17,10.51,4.67,¶^,0,1
2014/12/18,2886,23.9,23.95,23.8,23.85,10810,3536161,-3395,0,-458,1.17,10.55,4.65,º¦,1,0
2014/12/19,2886,23.95,24.1,23.85,24,19038,3539162,2991,-3748,325,1.18,10.62,4.63,º¦,1,0
2014/12/22,2886,24,24.2,23.9,24.1,8902,3537451,-1340,-715,58,1.19,10.66,4.61,º¦,1,0
2014/12/23,2886,24.15,24.25,24.05,24.25,8572,3540159,2708,-1,40,1.19,10.73,4.58,º¦,1,0
2014/12/24,2886,24.25,24.35,24.15,24.3,8305,3541967,2611,-1120,-30,1.2,10.75,4.57,º¦,1,0
2014/12/25,2886,24.3,24.35,24.15,24.25,2691,3542995,1028,-1000,-36,1.19,10.73,4.58,¶^,0,1
2014/12/26,2886,24.25,24.35,24.2,24.3,3901,3545029,2034,-1217,165,1.2,10.75,4.57,º¦,1,0
2014/12/27,2886,24.35,24.4,24.25,24.3,2831,3545029,0,0,23,1.2,10.75,4.57,¥­,0,0
2014/12/29,2886,24.3,24.45,24.2,24.45,10795,3551986,6877,-4047,-16,1.2,10.82,4.54,º¦,1,0
2014/12/30,2886,24.45,24.5,24.3,24.45,6231,3554966,2980,-1027,-77,1.2,10.82,4.54,¥­,0,0
2014/12/31,2886,24.4,24.45,24.25,24.45,4717,3555586,700,-1048,12,1.2,10.82,4.54,¥­,0,0
2015/1/5,2886,24.25,24.4,24,24.1,13347,3549624,-5962,832,-53,1.19,10.66,4.61,¶^,0,1
2015/1/6,2886,23.9,24,23.75,23.8,23077,3542940,-6684,-3000,-130,1.17,10.53,4.66,¶^,0,1
2015/1/7,2886,23.8,23.85,23.7,23.7,18110,3538911,-4029,-1958,-94,1.17,10.49,4.68,¶^,0,1
2015/1/8,2886,24,24,23.75,23.8,16584,3540128,1217,0,-37,1.17,10.53,4.66,º¦,1,0
2015/1/9,2886,24,24.05,23.7,23.8,15094,3542366,2451,-795,252,1.17,10.53,4.66,¥­,0,0
