t_date,p_close,code,volume,fi_st,fi_netbs,it_netbs,sq_netbs,pbr,per,dividend_yield,pred_days
2014/3/28,18.35,2884,6488,3065176,-1351,-4,-86,1.23,12.07,7.14,C
2014/3/31,18.35,2884,11017,3064553,-949,-625,-83,1.23,12.07,7.14,B
2014/4/1,18.2,2884,11000,3059118,-5435,-49,-42,1.22,11.97,7.2,C
2014/4/2,18.2,2884,14157,3054856,-5067,0,25,1.22,11.97,7.2,B
2014/4/3,18.2,2884,16032,3051519,-2255,-76,-22,1.22,11.97,7.2,B
2014/4/7,18.2,2884,12544,3051117,-402,-17,-224,1.22,11.97,7.2,B
2014/4/8,18.3,2884,13556,3052453,1336,-732,151,1.22,12.04,7.16,C
2014/4/9,18.8,2884,21334,3060043,7313,0,970,1.26,12.37,6.97,D
2014/4/10,18.95,2884,15109,3063211,3168,-4,-906,1.27,12.47,6.91,D
2014/4/11,18.85,2884,10778,3067108,3898,0,93,1.26,12.4,6.95,D
2014/4/14,18.85,2884,7941,3067990,882,0,1,1.26,12.4,6.95,D
2014/4/15,18.95,2884,14307,3071630,3641,0,212,1.27,12.47,6.91,D
2014/4/16,19,2884,20867,3075819,4189,0,-269,1.27,12.5,6.89,C
2014/4/17,19,2884,19089,3073543,-2275,69,-387,1.27,12.5,6.89,C
2014/4/18,18.8,2884,9942,3075509,1966,-2,-1574,1.26,12.37,6.97,B
2014/4/21,18.7,2884,8555,3077185,1676,2,72,1.25,12.3,7.01,B
2014/4/22,18.6,2884,10752,3078508,775,0,75,1.24,12.24,7.04,B
2014/4/23,18.65,2884,12596,3081590,3072,2169,-476,1.25,12.27,7.02,B
2014/4/24,18.5,2884,16203,3080841,-749,366,-72,1.24,12.17,7.08,B
2014/4/25,18.35,2884,32301,3086917,5264,0,-884,1.23,12.07,7.14,B
2014/4/28,18.45,2884,10393,3089912,2995,0,-160,1.23,12.14,7.1,B
2014/4/29,18.6,2884,10016,3094403,4081,465,-348,1.24,12.24,7.04,B
2014/4/30,18.25,2884,15929,3093246,-1157,-2,-187,1.22,12.01,7.18,A
2014/5/2,18.5,2884,18111,3098319,5014,-92,-567,1.24,12.17,7.08,A
2014/5/5,18.5,2884,14078,3096270,-2048,0,-123,1.24,12.17,7.08,A
2014/5/6,18.6,2884,24632,3105129,8840,0,974,1.24,12.24,7.04,B
2014/5/7,18.4,2884,8273,3103761,-1485,600,-512,1.23,12.11,7.12,A
2014/5/8,18.55,2884,10743,3104489,508,250,-14,1.24,12.2,7.06,B
2014/5/9,18.55,2884,11558,3101751,-2738,0,136,1.24,12.2,7.06,B
2014/5/12,18.45,2884,6504,3389637,-1453,600,-900,1.23,12.14,7.1,A
2014/5/13,18.4,2884,15401,3390400,489,2,-1800,1.19,12.11,7.12,A
2014/5/14,18.6,2884,50521,3412188,21630,0,3253,1.2,11.92,7.04,B
2014/5/15,18.85,2884,28622,3425144,12717,21,1209,1.22,12.08,6.95,B
2014/5/16,19.05,2884,27598,3438734,13284,0,1065,1.23,12.21,6.88,B
2014/5/19,19.15,2884,14329,3444350,5183,176,-150,1.24,12.28,6.84,B
2014/5/20,19.15,2884,16402,3450515,6015,0,-460,1.24,12.28,6.84,B
2014/5/21,18.8,2884,15331,3450020,-795,-1,479,1.22,12.05,6.97,B
2014/5/22,19,2884,10036,3451962,1943,0,478,1.23,12.18,6.89,B
2014/5/23,19.1,2884,10318,3452536,479,2845,611,1.24,12.24,6.86,C
2014/5/26,19.1,2884,8776,3457295,3172,178,-227,1.24,12.24,6.86,C
2014/5/27,19.1,2884,6041,3458002,2381,-46,211,1.24,12.24,6.86,C
2014/5/28,19.45,2884,21009,3463082,4962,0,353,1.26,12.47,6.74,D
2014/5/29,19.4,2884,11901,3470165,6461,-9,76,1.26,12.44,6.75,D
2014/5/30,19.8,2884,32495,3480160,9380,826,-627,1.28,12.69,6.62,D
2014/6/3,19.5,2884,19979,3478552,-1886,300,793,1.26,12.5,6.72,D
2014/6/4,19.25,2884,7186,3476131,-2655,0,-223,1.25,12.34,6.81,D
2014/6/5,19.5,2884,10303,3478766,3136,-16,-929,1.26,12.5,6.72,D
2014/6/6,19.4,2884,5693,3478005,-321,-2,-323,1.26,12.44,6.75,D
2014/6/9,19.4,2884,5503,3477161,-38,-25,58,1.26,12.44,6.75,D
2014/6/10,19.5,2884,7613,3480080,2775,-18,-205,1.26,12.5,6.72,D
2014/6/11,19.5,2884,6157,3481747,1617,-26,-82,1.26,12.5,6.72,D
2014/6/12,19.4,2884,10990,3483600,1741,-1,181,1.26,12.44,6.75,C
2014/6/13,19.3,2884,10272,3483283,-316,-21,162,1.25,12.37,6.79,C
2014/6/16,19.3,2884,10934,3483896,3536,-19,233,1.25,12.37,6.79,B
2014/6/17,19.4,2884,14579,3472555,1134,0,550,1.26,12.44,6.75,B
2014/6/18,19.4,2884,11625,3471387,1377,7,-438,1.26,12.44,6.75,B
2014/6/19,19.45,2884,6429,3474409,3022,0,-13,1.26,12.47,6.74,B
2014/6/20,19.2,2884,11030,3458964,-5671,1922,1132,1.24,12.31,6.82,B
2014/6/23,19.1,2884,7411,3451541,-1816,0,109,1.24,12.24,6.07,B
2014/6/24,19.2,2884,7668,3444286,-2164,-63,583,1.24,12.31,6.04,B
2014/6/25,19.05,2884,6352,3442539,-869,-8,217,1.23,12.21,6.09,B
2014/6/26,19.15,2884,8385,3440428,-2093,0,290,1.24,12.28,6.06,A
2014/6/27,19.15,2884,7284,3440431,1396,0,-113,1.24,12.28,6.06,A
2014/6/30,19.15,2884,11728,3437741,-3059,-35,384,1.24,12.28,6.06,A
2014/7/1,19.15,2884,6056,3437502,-172,0,-306,1.24,12.28,6.06,A
2014/7/2,19.05,2884,9053,3436121,-1380,34,-291,1.23,12.21,6.09,A
2014/7/3,19.05,2884,9671,3425583,-1693,-18,295,1.23,12.21,6.09,B
2014/7/4,18.9,2884,8195,3422999,-2584,0,97,1.22,12.12,6.14,A
2014/7/7,19.1,2884,12712,3424806,930,0,-419,1.24,12.24,6.07,B
2014/7/8,19.1,2884,11011,3426066,1394,-6,-89,1.24,12.24,6.07,B
2014/7/9,19.05,2884,9075,3424713,-1352,0,179,1.23,12.21,6.09,B
2014/7/10,19.3,2884,17824,3426878,3667,0,248,1.25,12.37,6.01,B
2014/7/11,19.3,2884,18513,3434438,7419,0,336,1.25,12.37,6.01,B
2014/7/14,19.8,2884,24624,3446190,11719,0,1839,1.28,12.69,5.86,C
2014/7/15,19.9,2884,27335,3458126,11896,-61,-1255,1.29,12.76,5.83,C
2014/7/16,19.8,2884,13140,3464358,5970,0,-161,1.28,12.69,5.86,B
2014/7/17,19.95,2884,19114,3481548,8506,39,-114,1.29,12.79,5.81,C
2014/7/18,19.95,2884,9717,3488266,6718,18,-102,1.29,12.79,5.81,C
2014/7/21,19.9,2884,9377,3491293,3038,0,-443,1.29,12.76,5.83,B
